session_id,timestamp,valid_data,activation,scl_avg
77df4580-6dd7-11ec-8080-808080808080,1641353273,false,false,0.0
77df4580-6dd7-11ec-8080-808080808080,1641353273,false,false,0.0
77df4580-6dd7-11ec-8080-808080808080,1641353273,false,false,0.0
77df4580-6dd7-11ec-8080-808080808080,1641353273,false,false,0.0
77df4580-6dd7-11ec-8080-808080808080,1641353273,false,false,0.0
77df4580-6dd7-11ec-8080-808080808080,1641353278,false,false,0.0
77df4580-6dd7-11ec-8080-808080808080,1641353278,false,false,0.0
77df4580-6dd7-11ec-8080-808080808080,1641353278,false,false,0.0
77df4580-6dd7-11ec-8080-808080808080,1641353278,false,false,0.0
77df4580-6dd7-11ec-8080-808080808080,1641353278,false,false,0.0
77df4580-6dd7-11ec-8080-808080808080,1641353283,false,false,0.0
77df4580-6dd7-11ec-8080-808080808080,1641353283,false,false,0.0
77df4580-6dd7-11ec-8080-808080808080,1641353283,false,false,0.0
77df4580-6dd7-11ec-8080-808080808080,1641353283,false,false,0.0
77df4580-6dd7-11ec-8080-808080808080,1641353283,false,false,0.0
77df4580-6dd7-11ec-8080-808080808080,1641353288,false,false,0.0
77df4580-6dd7-11ec-8080-808080808080,1641353288,false,false,0.0
77df4580-6dd7-11ec-8080-808080808080,1641353288,false,false,0.0
77df4580-6dd7-11ec-8080-808080808080,1641353288,false,false,27.323997497558594
77df4580-6dd7-11ec-8080-808080808080,1641353288,false,false,27.33639907836914
77df4580-6dd7-11ec-8080-808080808080,1641353294,false,false,27.373382568359375
77df4580-6dd7-11ec-8080-808080808080,1641353294,false,true,27.453020095825195
77df4580-6dd7-11ec-8080-808080808080,1641353294,false,true,27.544410705566406
77df4580-6dd7-11ec-8080-808080808080,1641353294,true,false,27.661178588867188
77df4580-6dd7-11ec-8080-808080808080,1641353294,true,false,27.803754806518555
77df4580-6dd7-11ec-8080-808080808080,1641353299,true,false,28.01720428466797
77df4580-6dd7-11ec-8080-808080808080,1641353299,true,false,28.21718978881836
77df4580-6dd7-11ec-8080-808080808080,1641353299,true,false,28.44455909729004
77df4580-6dd7-11ec-8080-808080808080,1641353299,true,false,28.700136184692383
77df4580-6dd7-11ec-8080-808080808080,1641353299,true,false,28.984027862548828
77df4580-6dd7-11ec-8080-808080808080,1641353304,true,false,29.37963104248047
77df4580-6dd7-11ec-8080-808080808080,1641353304,true,false,29.729625701904297
77df4580-6dd7-11ec-8080-808080808080,1641353304,true,false,30.110952377319336
77df4580-6dd7-11ec-8080-808080808080,1641353304,true,false,29.954002380371094
77df4580-6dd7-11ec-8080-808080808080,1641353304,true,false,29.148380279541016
77df4580-6dd7-11ec-8080-808080808080,1641353309,true,false,29.13744354248047
77df4580-6dd7-11ec-8080-808080808080,1641353309,true,false,29.128965377807617
77df4580-6dd7-11ec-8080-808080808080,1641353309,true,false,29.120031356811523
77df4580-6dd7-11ec-8080-808080808080,1641353309,true,false,29.110471725463867
77df4580-6dd7-11ec-8080-808080808080,1641353309,true,true,29.097768783569336
77df4580-6dd7-11ec-8080-808080808080,1641353314,true,false,29.08646011352539
77df4580-6dd7-11ec-8080-808080808080,1641353314,true,false,29.07375144958496
77df4580-6dd7-11ec-8080-808080808080,1641353314,true,false,29.05988883972168
77df4580-6dd7-11ec-8080-808080808080,1641353314,true,false,29.04059600830078
77df4580-6dd7-11ec-8080-808080808080,1641353314,false,false,29.01047134399414
77df4580-6dd7-11ec-8080-808080808080,1641353319,false,false,29.01047134399414
77df4580-6dd7-11ec-8080-808080808080,1641353319,true,false,28.986364364624023
77df4580-6dd7-11ec-8080-808080808080,1641353319,true,false,28.961435317993164
77df4580-6dd7-11ec-8080-808080808080,1641353319,true,false,28.957735061645508
77df4580-6dd7-11ec-8080-808080808080,1641353319,true,true,28.96103286743164
77df4580-6dd7-11ec-8080-808080808080,1641353324,true,false,28.963848114013672
77df4580-6dd7-11ec-8080-808080808080,1641353324,true,false,28.964101791381836
77df4580-6dd7-11ec-8080-808080808080,1641353324,true,false,28.961212158203125
77df4580-6dd7-11ec-8080-808080808080,1641353324,true,false,28.956787109375
77df4580-6dd7-11ec-8080-808080808080,1641353324,true,false,28.9500789642334
77df4580-6dd7-11ec-8080-808080808080,1641353329,true,false,28.941242218017578
77df4580-6dd7-11ec-8080-808080808080,1641353329,true,false,28.93113136291504
77df4580-6dd7-11ec-8080-808080808080,1641353329,true,false,28.91663360595703
77df4580-6dd7-11ec-8080-808080808080,1641353329,true,false,28.903339385986328
77df4580-6dd7-11ec-8080-808080808080,1641353329,true,false,28.88853645324707
77df4580-6dd7-11ec-8080-808080808080,1641353334,true,false,28.872623443603516
77df4580-6dd7-11ec-8080-808080808080,1641353334,true,false,28.856483459472656
77df4580-6dd7-11ec-8080-808080808080,1641353334,true,false,28.836549758911133
77df4580-6dd7-11ec-8080-808080808080,1641353334,false,true,28.820356369018555
77df4580-6dd7-11ec-8080-808080808080,1641353334,true,true,28.803199768066406
77df4580-6dd7-11ec-8080-808080808080,1641353339,true,false,28.784988403320312
77df4580-6dd7-11ec-8080-808080808080,1641353339,true,false,28.762317657470703
77df4580-6dd7-11ec-8080-808080808080,1641353339,true,false,28.742822647094727
77df4580-6dd7-11ec-8080-808080808080,1641353339,true,false,28.721437454223633
77df4580-6dd7-11ec-8080-808080808080,1641353339,true,false,28.699674606323242
77df4580-6dd7-11ec-8080-808080808080,1641353344,true,false,28.677881240844727
77df4580-6dd7-11ec-8080-808080808080,1641353344,true,false,28.650239944458008
77df4580-6dd7-11ec-8080-808080808080,1641353344,true,false,28.627742767333984
77df4580-6dd7-11ec-8080-808080808080,1641353344,true,false,28.605472564697266
77df4580-6dd7-11ec-8080-808080808080,1641353344,true,false,28.583913803100586
77df4580-6dd7-11ec-8080-808080808080,1641353349,true,false,28.577848434448242
77df4580-6dd7-11ec-8080-808080808080,1641353349,true,false,28.589643478393555
77df4580-6dd7-11ec-8080-808080808080,1641353349,true,true,28.609516143798828
77df4580-6dd7-11ec-8080-808080808080,1641353349,true,false,28.61886978149414
77df4580-6dd7-11ec-8080-808080808080,1641353349,true,false,28.62166976928711
77df4580-6dd7-11ec-8080-808080808080,1641353354,true,false,28.622282028198242
77df4580-6dd7-11ec-8080-808080808080,1641353354,true,false,28.621952056884766
77df4580-6dd7-11ec-8080-808080808080,1641353354,true,false,28.621191024780273
77df4580-6dd7-11ec-8080-808080808080,1641353354,true,false,28.619813919067383
77df4580-6dd7-11ec-8080-808080808080,1641353354,true,false,28.617671966552734
77df4580-6dd7-11ec-8080-808080808080,1641353359,true,true,28.614566802978516
77df4580-6dd7-11ec-8080-808080808080,1641353359,true,false,28.61141014099121
77df4580-6dd7-11ec-8080-808080808080,1641353359,true,false,28.607704162597656
77df4580-6dd7-11ec-8080-808080808080,1641353359,true,false,28.60437774658203
77df4580-6dd7-11ec-8080-808080808080,1641353359,true,false,28.601032257080078
77df4580-6dd7-11ec-8080-808080808080,1641353364,true,false,28.5991268157959
77df4580-6dd7-11ec-8080-808080808080,1641353364,true,false,28.597354888916016
77df4580-6dd7-11ec-8080-808080808080,1641353364,true,false,28.59550666809082
77df4580-6dd7-11ec-8080-808080808080,1641353364,true,false,28.59388542175293
77df4580-6dd7-11ec-8080-808080808080,1641353364,true,false,28.592876434326172
77df4580-6dd7-11ec-8080-808080808080,1641353369,true,true,28.592824935913086
77df4580-6dd7-11ec-8080-808080808080,1641353369,true,false,28.593751907348633
77df4580-6dd7-11ec-8080-808080808080,1641353369,true,false,28.596036911010742
77df4580-6dd7-11ec-8080-808080808080,1641353369,true,false,28.600692749023438
77df4580-6dd7-11ec-8080-808080808080,1641353369,true,false,28.605737686157227
77df4580-6dd7-11ec-8080-808080808080,1641353374,true,true,28.611452102661133
77df4580-6dd7-11ec-8080-808080808080,1641353374,true,false,28.618900299072266
77df4580-6dd7-11ec-8080-808080808080,1641353374,true,false,28.629743576049805
77df4580-6dd7-11ec-8080-808080808080,1641353374,true,false,28.647523880004883
77df4580-6dd7-11ec-8080-808080808080,1641353374,true,true,28.66194725036621
77df4580-6dd7-11ec-8080-808080808080,1641353379,true,false,28.673107147216797
77df4580-6dd7-11ec-8080-808080808080,1641353379,true,false,28.67941665649414
77df4580-6dd7-11ec-8080-808080808080,1641353379,true,false,28.679758071899414
77df4580-6dd7-11ec-8080-808080808080,1641353379,true,false,28.674814224243164
77df4580-6dd7-11ec-8080-808080808080,1641353379,true,false,28.666391372680664
77df4580-6dd7-11ec-8080-808080808080,1641353384,true,false,28.654685974121094
77df4580-6dd7-11ec-8080-808080808080,1641353384,true,false,28.63966941833496
77df4580-6dd7-11ec-8080-808080808080,1641353384,true,false,28.613462448120117
77df4580-6dd7-11ec-8080-808080808080,1641353384,true,false,28.586177825927734
77df4580-6dd7-11ec-8080-808080808080,1641353384,true,false,28.555530548095703
77df4580-6dd7-11ec-8080-808080808080,1641353390,true,false,28.521520614624023
77df4580-6dd7-11ec-8080-808080808080,1641353390,true,false,28.48360824584961
77df4580-6dd7-11ec-8080-808080808080,1641353390,true,false,28.432336807250977
77df4580-6dd7-11ec-8080-808080808080,1641353390,true,true,28.389202117919922
77df4580-6dd7-11ec-8080-808080808080,1641353390,true,false,28.3447265625
77df4580-6dd7-11ec-8080-808080808080,1641353395,true,false,28.299901962280273
77df4580-6dd7-11ec-8080-808080808080,1641353395,true,false,28.24482536315918
77df4580-6dd7-11ec-8080-808080808080,1641353395,true,false,28.20252227783203
77df4580-6dd7-11ec-8080-808080808080,1641353395,true,false,28.16278648376465
77df4580-6dd7-11ec-8080-808080808080,1641353395,true,false,28.126829147338867
77df4580-6dd7-11ec-8080-808080808080,1641353400,true,true,28.094736099243164
77df4580-6dd7-11ec-8080-808080808080,1641353400,true,false,28.06007957458496
77df4580-6dd7-11ec-8080-808080808080,1641353400,true,false,28.037933349609375
77df4580-6dd7-11ec-8080-808080808080,1641353400,true,false,28.02310562133789
77df4580-6dd7-11ec-8080-808080808080,1641353400,true,false,28.015974044799805
77df4580-6dd7-11ec-8080-808080808080,1641353405,true,true,28.01392936706543
77df4580-6dd7-11ec-8080-808080808080,1641353405,true,false,28.016197204589844
77df4580-6dd7-11ec-8080-808080808080,1641353405,true,false,28.019102096557617
77df4580-6dd7-11ec-8080-808080808080,1641353405,true,false,28.01909637451172
77df4580-6dd7-11ec-8080-808080808080,1641353405,true,false,28.015399932861328
77df4580-6dd7-11ec-8080-808080808080,1641353410,true,false,28.007627487182617
77df4580-6dd7-11ec-8080-808080808080,1641353410,true,false,28.001131057739258
77df4580-6dd7-11ec-8080-808080808080,1641353410,true,false,27.995319366455078
77df4580-6dd7-11ec-8080-808080808080,1641353410,true,false,27.989967346191406
77df4580-6dd7-11ec-8080-808080808080,1641353410,true,false,27.982032775878906
77df4580-6dd7-11ec-8080-808080808080,1641353415,true,true,27.973724365234375
77df4580-6dd7-11ec-8080-808080808080,1641353415,true,false,27.962644577026367
77df4580-6dd7-11ec-8080-808080808080,1641353415,true,false,27.950315475463867
77df4580-6dd7-11ec-8080-808080808080,1641353415,true,false,27.93890953063965
77df4580-6dd7-11ec-8080-808080808080,1641353415,true,true,27.924650192260742
77df4580-6dd7-11ec-8080-808080808080,1641353420,true,false,27.912092208862305
77df4580-6dd7-11ec-8080-808080808080,1641353420,true,false,27.89989471435547
77df4580-6dd7-11ec-8080-808080808080,1641353420,true,false,27.890243530273438
77df4580-6dd7-11ec-8080-808080808080,1641353420,true,false,27.883054733276367
77df4580-6dd7-11ec-8080-808080808080,1641353420,true,false,27.87600326538086
77df4580-6dd7-11ec-8080-808080808080,1641353425,true,false,27.869863510131836
77df4580-6dd7-11ec-8080-808080808080,1641353425,true,false,27.86319351196289
77df4580-6dd7-11ec-8080-808080808080,1641353425,true,false,27.85660743713379
77df4580-6dd7-11ec-8080-808080808080,1641353425,true,false,27.84919548034668
77df4580-6dd7-11ec-8080-808080808080,1641353425,true,false,27.843616485595703
77df4580-6dd7-11ec-8080-808080808080,1641353430,true,false,27.83847427368164
77df4580-6dd7-11ec-8080-808080808080,1641353430,true,false,27.832056045532227
77df4580-6dd7-11ec-8080-808080808080,1641353430,true,false,27.827096939086914
77df4580-6dd7-11ec-8080-808080808080,1641353430,true,false,27.823856353759766
77df4580-6dd7-11ec-8080-808080808080,1641353430,true,false,27.82016372680664
77df4580-6dd7-11ec-8080-808080808080,1641353435,true,true,27.815914154052734
77df4580-6dd7-11ec-8080-808080808080,1641353435,true,false,27.812074661254883
77df4580-6dd7-11ec-8080-808080808080,1641353435,true,false,27.806148529052734
77df4580-6dd7-11ec-8080-808080808080,1641353435,true,true,27.800949096679688
77df4580-6dd7-11ec-8080-808080808080,1641353435,true,false,27.79620933532715
77df4580-6dd7-11ec-8080-808080808080,1641353440,true,false,27.793954849243164
77df4580-6dd7-11ec-8080-808080808080,1641353440,true,false,27.792491912841797
77df4580-6dd7-11ec-8080-808080808080,1641353440,true,false,27.790319442749023
77df4580-6dd7-11ec-8080-808080808080,1641353440,true,false,27.789466857910156
77df4580-6dd7-11ec-8080-808080808080,1641353440,true,false,27.788511276245117
77df4580-6dd7-11ec-8080-808080808080,1641353445,true,false,27.787494659423828
77df4580-6dd7-11ec-8080-808080808080,1641353445,true,false,27.787521362304688
77df4580-6dd7-11ec-8080-808080808080,1641353445,true,false,27.787002563476562
77df4580-6dd7-11ec-8080-808080808080,1641353445,true,false,27.786386489868164
77df4580-6dd7-11ec-8080-808080808080,1641353445,true,true,27.785320281982422
77df4580-6dd7-11ec-8080-808080808080,1641353450,true,false,27.783496856689453
77df4580-6dd7-11ec-8080-808080808080,1641353450,true,false,27.78093719482422
77df4580-6dd7-11ec-8080-808080808080,1641353450,true,false,27.776779174804688
77df4580-6dd7-11ec-8080-808080808080,1641353450,true,false,27.76944923400879
77df4580-6dd7-11ec-8080-808080808080,1641353450,true,false,27.759069442749023
